nVectors,memcpyOut,plan,execu,memcpyIn
110400000,70.963,84.83,674.203,71.654
111600000,71.712,86.149,737.207,71.605
112800000,72.65,86.781,718.801,72.605
114000000,73.705,87.564,666.458,74.156
115200000,74.178,316.928,482.836,74.706
116400000,74.719,89.776,947.384,75.664
117600000,75.345,323.617,472.866,75.646
118800000,75.821,327.238,470.423,77.181
120000000,76.902,330.204,481.722,77.432
24,0.001,0.02,0.001,0
1200000,0.433,3.154,2.913,0.403
2400000,0.844,6.262,5.907,0.762
3600000,1.147,9.285,9.392,1.302
4800000,1.448,12.351,12.525,1.854
6000000,1.78,0.183,19.424,2.391
7200000,2.387,18.542,19.898,2.927
8400000,2.561,21.618,22.786,3.513
9600000,2.984,24.629,28.275,4.087
10800000,3.43,28.533,31.649,4.662
12000000,3.91,0.262,44.615,5.178
13200000,4.351,34.862,39.919,5.812
14400000,4.796,38.35,42.599,6.371
15600000,5.247,42.288,47.445,7.032
16800000,5.705,45.448,49.61,7.501
18000000,6.181,48.673,56.761,8.065
19200000,6.521,52.354,59.792,8.749
20400000,7.02,16.055,101.528,9.181
21600000,7.535,59.064,68.789,9.845
22800000,13.08,19.234,116.194,14.92
24000000,12.617,0.417,94.521,15.584
25200000,16.741,66.573,80.648,11.582
26400000,13.661,69.669,82.77,12.25
27600000,14.88,21.377,148.106,12.656
28800000,15.395,76.015,91.299,13.263
30000000,16.093,79.287,97.203,13.825
31200000,16.914,82.901,99,14.519
32400000,17.765,86.876,104.131,15.021
33600000,21.725,95.397,104.204,21.892
34800000,22.626,26.917,193.771,22.755
36000000,23.472,95.466,119.144,23.324
37200000,24.064,28.812,209.342,24.512
38400000,24.891,101.869,134.848,25.058
39600000,25.731,104.753,131.294,25.833
40800000,26.497,31.518,222.155,26.654
42000000,27.947,111.97,138.416,27.092
43200000,27.831,114.135,143.984,28.145
44400000,29.171,34.316,348.325,28.848
45600000,29.575,35.314,250.26,29.678
46800000,30.527,124.535,156.528,30.633
48000000,31.031,0.434,188.52,31.203
49200000,32.355,38.118,391.039,31.981
50400000,32.839,133.95,164.002,32.598
51600000,33.749,39.867,411.939,33.561
52800000,34.122,139.881,169.889,34.516
54000000,35.082,0.582,223.313,35.389
55200000,35.899,42.874,309.501,35.731
56400000,36.537,43.492,346.969,36.306
57600000,37.109,153.28,191.858,37.662
58800000,38.109,155.526,194.077,38.135
60000000,38.877,158.509,198.3,38.778
61200000,39.599,47.209,387.471,39.576
62400000,40.203,165.185,203.591,40.468
63600000,40.893,49.115,518.94,41.357
64800000,42.437,179.062,212.001,41.962
66000000,42.715,181.99,225.595,42.668
67200000,43.968,185.363,217.476,43.37
68400000,43.943,52.729,434.922,44.282
69600000,44.933,53.691,405.189,45.383
70800000,46.016,54.591,466.893,45.871
72000000,46.758,198.12,253.52,46.402
73200000,47.458,56.392,588.88,47.406
74400000,48.127,57.318,433.435,48.146
75600000,48.788,208.844,249.138,49.248
76800000,49.835,211.972,272.103,49.818
78000000,50.662,215.001,269.196,50.468
79200000,51.42,218.336,268.241,51.065
80400000,51.987,62.01,661.952,52.504
81600000,53.214,62.747,476.682,52.88
82800000,53.278,63.745,532.998,53.557
84000000,54.008,231.401,282.675,54.824
85200000,55.612,65.851,696.595,54.969
86400000,55.823,238.504,293.191,56.032
87600000,56.933,67.405,716.64,56.516
88800000,57.179,68.345,718.287,57.36
90000000,58.192,248.128,317.101,58.607
91200000,59.325,70.372,539.923,58.709
92400000,59.834,254.57,318.621,59.759
93600000,60.551,257.966,321.963,60.556
94800000,61.328,72.997,791.744,61.249
96000000,62.064,0.67,392.122,61.843
97200000,63.053,267.918,330.263,62.523
98400000,63.511,75.692,803.267,63.813
99600000,65.152,76.699,768.117,64.217
100800000,65.192,277.79,350.049,65.085
102000000,66.11,78.503,583.017,65.531
103200000,66.333,79.876,848.19,66.521
104400000,67.283,80.509,686.401,67.729
105600000,68.34,291.541,388.797,67.85
106800000,69.118,82.346,903.671,68.646
108000000,69.885,0.608,450.171,69.685
109200000,70.249,300.86,401.488,70.298
110400000,71.212,84.896,673.829,71.793
111600000,71.992,85.98,735.901,71.798
112800000,72.948,86.725,718.419,72.949
114000000,74.101,87.533,664.239,73.504
115200000,74.686,316.979,482.573,74.392
116400000,75.455,90.272,946.63,75.699
117600000,75.907,323.794,471.638,76.044
118800000,76.829,327.181,471.036,76.901
120000000,77.987,330.073,481.675,77.189
24,0,0.021,0,0
1200000,0.448,3.155,2.998,0.408
2400000,0.865,6.287,5.948,0.758
3600000,1.17,9.409,9.468,1.312
4800000,1.44,12.362,12.57,1.862
6000000,1.787,0.185,19.585,2.416
7200000,2.397,18.728,19.945,2.947
8400000,2.568,21.57,22.828,3.529
9600000,2.992,24.604,28.356,4.099
10800000,3.424,28.528,31.62,4.66
12000000,3.896,0.265,45.466,5.187
13200000,4.363,34.823,40.195,5.813
14400000,4.844,38.343,43.16,6.403
15600000,5.25,42.272,47.843,7
16800000,5.728,45.447,50.201,7.505
18000000,6.149,48.621,57.312,8.12
19200000,6.593,51.861,60.434,8.68
20400000,7.167,16.008,102.573,9.221
21600000,7.57,58.997,69.59,9.83
22800000,13.692,19.299,116.766,14.905
24000000,12.585,0.409,94.457,15.554
25200000,16.773,66.501,80.654,11.575
26400000,13.618,69.627,82.874,12.13
27600000,14.809,21.399,148.971,12.671
28800000,15.4,75.931,91.158,13.245
30000000,16.02,79.277,97.203,13.841
31200000,16.89,82.922,99.001,14.508
32400000,17.721,86.816,103.584,15.043
33600000,21.651,95.158,104.399,21.879
34800000,22.624,26.918,193.823,22.812
36000000,23.503,95.525,119.198,23.322
37200000,23.985,28.751,209.502,24.721
38400000,24.895,102.3,134.963,25.011
39600000,25.73,104.688,131.222,25.765
40800000,26.513,31.513,222.09,26.595
42000000,27.596,111.65,138.577,27.122
43200000,28.017,114.192,143.989,28.251
44400000,29.336,34.422,349.364,28.766
45600000,29.687,35.604,250.571,29.563
46800000,30.74,124.459,156.36,30.402
48000000,30.932,0.448,188.386,31.18
49200000,31.941,37.956,391.009,31.98
50400000,32.87,133.944,164.169,32.637
51600000,33.653,39.845,412.961,33.404
52800000,34.174,139.936,169.949,34.373
54000000,35.007,0.584,223.006,34.991
55200000,35.77,42.782,309.669,35.741
56400000,36.666,43.517,346.953,36.315
57600000,37.088,153.34,192.498,37.576
58800000,38.005,155.572,194.072,38.263
60000000,38.934,158.506,197.665,38.831
61200000,39.554,47.191,387.739,39.566
62400000,40.175,165.249,204.373,40.896
63600000,41.118,49.048,518.948,41.359
64800000,42.406,178.477,212.239,41.965
66000000,42.817,182.072,225.696,42.582
67200000,43.808,185.083,218.432,43.34
68400000,44.019,52.715,434.783,44.184
69600000,45.023,53.728,404.442,45.325
70800000,45.987,54.566,466.495,45.748
72000000,46.869,198.962,253.826,46.345
73200000,47.409,56.379,587.59,47.407
74400000,48.201,57.26,434.305,48.158
75600000,48.826,209.179,249.674,49.231
76800000,49.984,211.359,272.1,49.369
78000000,50.396,214.934,269.259,50.521
79200000,51.381,218.192,268.914,51.328
80400000,52.024,62.174,661.426,51.985
81600000,52.888,62.791,477.011,52.943
82800000,53.211,63.837,533.404,53.412
84000000,54.034,231.482,282.876,54.371
85200000,55.415,65.785,696.794,54.913
86400000,55.848,239.077,293.272,56.071
87600000,56.985,67.435,716.04,56.578
88800000,57.063,68.402,719.031,57.218
90000000,58.042,248.122,317.127,58.21
91200000,59.091,70.318,540.47,58.629
92400000,59.818,254.415,319.347,59.799
93600000,60.582,258.039,324.586,60.527
94800000,61.538,72.943,792.943,61.452
96000000,62.575,0.668,391.592,61.877
97200000,62.96,267.638,329.135,62.499
98400000,63.35,75.736,804.072,63.764
99600000,65.135,76.721,767.488,64.258
100800000,65.189,277.884,354.875,65.423
102000000,66.558,78.38,583.076,65.621
103200000,66.374,79.37,849.097,66.555
104400000,67.124,80.869,686.637,67.715
105600000,68.369,291.251,390.54,68.071
106800000,68.924,82.357,903.854,68.784
108000000,69.83,0.606,449.685,69.768
109200000,70.135,300.946,405.702,70.528
110400000,71.279,84.847,672.935,71.746
111600000,72.062,85.992,735.904,72.199
112800000,73.395,86.751,717.273,72.688
114000000,73.867,87.645,663.212,73.481
115200000,74.167,317.793,491.397,74.58
116400000,75.033,89.858,946.12,76.081
117600000,76.141,323.875,474.991,75.762
118800000,76.415,327.288,473.15,76.774
120000000,77.903,330.793,482.918,77.266
24,0,0.022,0,0
1200000,0.429,3.15,2.916,0.402
2400000,0.842,6.192,5.796,0.764
3600000,1.157,9.293,9.391,1.306
4800000,1.445,12.367,12.633,1.855
6000000,1.781,0.184,19.397,2.395
7200000,2.394,18.569,19.906,2.931
8400000,2.559,21.711,22.797,3.522
9600000,2.977,24.576,28.227,4.096
10800000,3.428,28.484,31.717,4.66
12000000,3.906,0.263,44.592,5.181
13200000,4.36,34.819,39.914,5.799
14400000,4.827,38.316,42.629,6.385
15600000,5.254,42.336,47.418,6.963
16800000,5.708,45.535,49.598,7.475
18000000,6.19,48.738,56.788,8.075
19200000,6.542,51.984,59.419,8.658
20400000,6.996,15.884,102.698,9.286
21600000,7.654,59.278,68.81,9.811
22800000,13.329,19.268,116.794,14.901
24000000,12.618,0.411,94.496,15.57
25200000,16.75,66.515,80.646,11.577
26400000,13.573,69.652,82.788,12.131
27600000,14.786,21.383,148.409,12.669
28800000,15.427,76.114,91.342,13.246
30000000,16.026,79.243,97.224,13.86
31200000,16.877,82.973,98.995,14.519
32400000,17.71,86.767,103.705,15.01
33600000,21.654,95.385,104.795,21.949
34800000,22.652,26.919,193.62,22.701
36000000,23.523,95.546,119.223,23.284
37200000,23.994,28.749,209.268,24.373
38400000,24.926,102.105,135.272,25.153
39600000,25.73,104.638,131.442,25.942
40800000,26.648,31.518,222.399,26.75
42000000,27.527,111.434,139.288,27.166
43200000,27.843,114.128,143.998,28.257
44400000,29.124,34.305,348.746,28.82
45600000,29.568,35.177,250.422,29.638
46800000,30.633,124.317,156.325,30.457
48000000,30.948,0.443,188.379,31.224
49200000,31.889,37.997,391.6,31.935
50400000,32.872,133.998,164.056,32.655
51600000,33.671,39.836,412.197,33.484
52800000,34.184,139.811,169.824,34.424
54000000,35.033,0.584,223,34.992
55200000,35.784,42.573,310.346,35.748
56400000,36.733,43.492,347.092,36.402
57600000,37.102,152.916,191.963,37.619
58800000,38.164,155.553,194.259,38.217
60000000,38.851,158.505,197.713,38.912
61200000,39.922,47.175,387.953,39.54
62400000,40.126,165.236,203.36,40.709
63600000,40.994,49.193,519.078,41.391
64800000,42.392,178.583,212.373,41.994
66000000,42.669,181.911,225.535,42.513
67200000,43.742,185.144,217.419,43.376
68400000,43.932,52.698,435.317,44.282
69600000,45.046,53.717,405.214,45.36
70800000,45.982,54.546,466.403,45.651
72000000,46.742,198.334,253.76,46.367
73200000,47.437,56.568,589.047,47.328
74400000,48.125,57.255,433.971,48.031
75600000,48.884,208.551,249.674,49.324
76800000,49.882,211.43,272.147,49.336
78000000,50.25,215.773,269.407,50.572
79200000,51.327,218.076,268.129,51.186
80400000,52.175,62.016,661.697,52.013
81600000,52.862,63.279,477.894,52.898
82800000,53.256,63.81,533.147,53.665
84000000,54.02,231.477,282.619,54.35
85200000,55.326,65.848,697.678,55.049
86400000,55.848,238.324,293.103,56.053
87600000,57.025,67.516,716.631,56.558
88800000,57.083,68.32,718.503,57.388
90000000,58.254,248,317.321,58.145
91200000,59.075,70.621,540.8,58.605
92400000,59.842,254.384,317.985,59.822
93600000,60.564,258.389,321.115,60.927
94800000,61.635,73.27,791.774,61.108
96000000,62.334,0.679,391.591,61.868
97200000,62.878,267.641,331.188,62.569
98400000,63.294,75.696,803.309,63.759
99600000,65.195,76.692,768.65,64.325
100800000,65.121,277.76,349.982,64.95
102000000,66.238,78.521,583.192,65.741
103200000,66.283,79.357,848.616,66.556
104400000,67.076,80.331,686.506,67.707
105600000,68.38,291.643,385.974,68.018
106800000,68.991,82.279,903.67,68.593
108000000,70.047,0.606,450.511,69.768
109200000,70.209,301.002,403.574,70.502
110400000,71.268,84.867,673.885,72.03
111600000,72.505,86.047,735.833,71.529
112800000,73.117,86.867,717.283,72.567
114000000,74.375,88.083,664.154,73.489
115200000,74.386,317.22,483.92,74.522
116400000,75.311,89.669,947.535,75.573
117600000,76.103,324.055,473.986,75.559
118800000,76.804,327.717,470.587,76.757
120000000,77.81,330.58,482.643,77.138
24,0,0.022,0,0
1200000,0.427,3.151,2.917,0.405
2400000,0.834,6.195,5.788,0.766
3600000,1.154,9.281,9.404,1.311
4800000,1.448,12.343,12.565,1.857
6000000,1.775,0.183,19.363,2.396
7200000,2.389,18.551,19.908,2.976
8400000,2.601,21.912,22.866,3.519
9600000,2.987,24.77,28.702,4.117
10800000,3.475,28.522,31.608,4.656
12000000,3.887,0.262,45.43,5.191
13200000,4.365,34.869,40.146,5.827
14400000,4.835,38.358,43.165,6.4
15600000,5.247,42.249,47.824,7.024
16800000,5.721,45.472,50.094,7.54
18000000,6.157,48.641,57.293,8.142
19200000,6.583,51.895,60.498,8.683
20400000,7.081,15.873,102.611,9.252
21600000,7.647,59.087,69.641,9.852
22800000,13.643,19.309,116.983,14.904
24000000,12.59,0.412,94.536,15.593
25200000,16.742,66.515,80.666,11.556
26400000,13.577,69.651,82.742,12.108
27600000,14.844,21.389,147.602,12.638
28800000,15.839,76.426,91.502,13.256
30000000,16.012,79.298,97.194,13.82
31200000,16.89,82.905,99.007,14.503
32400000,17.757,86.796,103.6,15.036
33600000,21.653,94.95,104.444,21.871
34800000,22.686,27.02,193.767,22.837
36000000,23.512,95.484,119.665,23.287
37200000,24.037,28.776,209.847,24.381
38400000,24.955,102.219,135.441,25.036
39600000,25.719,104.606,131.318,25.774
40800000,26.499,31.55,221.932,26.644
42000000,27.57,111.48,138.589,27.073
43200000,27.975,114.11,143.998,28.136
44400000,29.134,34.302,348.8,28.821
45600000,29.692,35.204,251.018,29.648
46800000,30.626,124.326,156.355,30.426
48000000,30.878,0.439,188.475,31.216
49200000,32.049,38.04,391.033,31.926
50400000,32.947,133.933,164.029,32.522
51600000,33.621,39.828,412.817,33.452
52800000,34.153,139.949,169.859,34.46
54000000,35.089,0.586,222.991,35.016
55200000,35.717,42.546,309.939,35.837
56400000,36.534,43.532,346.964,36.371
57600000,37.149,152.971,192.843,37.647
58800000,38.083,155.659,194.066,38.139
60000000,38.885,158.549,197.284,38.793
61200000,39.86,47.172,387.999,39.552
62400000,40.171,165.151,203.368,40.455
63600000,41.088,49.417,519.97,41.375
64800000,42.423,178.45,211.921,41.953
66000000,42.933,181.889,226.953,42.617
67200000,43.856,185.026,218.186,43.601
68400000,44.253,52.725,434.986,44.221
69600000,45.034,53.663,405.065,45.334
70800000,45.994,54.57,467.788,45.724
72000000,46.828,198.483,254.184,46.355
73200000,47.461,56.351,587.842,47.527
74400000,48.098,57.254,434.465,48.189
75600000,48.897,208.44,251.476,49.231
76800000,49.873,211.351,272.062,49.381
78000000,50.38,215.082,269.752,50.596
79200000,51.401,218.13,269.831,51.624
80400000,52.202,62.389,664.22,52.105
81600000,52.849,62.757,477.8,53.003
82800000,53.278,63.76,534.111,53.466
84000000,54.127,231.381,284.048,54.406
85200000,55.311,65.586,697.837,54.86
86400000,55.924,238.228,294.16,56.074
87600000,57.004,67.424,716.343,56.544
88800000,57.1,68.33,719.682,57.419
90000000,58.097,247.986,316.582,58.173
91200000,59.025,70.139,541.517,58.938
92400000,59.967,254.809,320.756,59.71
93600000,60.613,258.063,322.503,60.474
94800000,61.394,73.008,791.607,61.072
96000000,62.371,0.707,392.287,61.872
97200000,63.038,267.66,329.204,62.391
98400000,63.359,75.708,803.969,63.778
99600000,65.227,76.715,767.674,64.339
100800000,65.256,277.833,353.074,64.969
102000000,66.142,79.049,583.34,65.635
103200000,66.345,79.395,848.036,66.532
104400000,67.169,80.376,687.396,67.609
105600000,68.439,290.917,386.883,68.034
106800000,69.063,82.294,904.208,70.468
108000000,69.969,0.603,450.018,69.703
109200000,70.237,301.241,405.015,70.816
110400000,71.553,84.87,673.931,71.626
111600000,72.239,86.146,736.084,71.693
112800000,73.407,87.291,718.249,72.543
114000000,73.997,87.764,665.657,73.534
115200000,74.445,317.711,483.6,74.518
116400000,75.19,89.687,947.233,75.572
117600000,76.311,324.347,474.066,75.457
118800000,76.379,327.568,471.405,76.719
120000000,77.769,331.036,485.921,77.431
24,0.001,0.022,0.001,0
1200000,0.451,3.156,2.915,0.403
2400000,0.837,6.189,5.844,0.762
3600000,1.187,9.302,9.399,1.308
4800000,1.447,12.331,12.543,1.842
6000000,1.781,0.183,19.315,2.398
7200000,2.386,18.534,20.024,2.939
8400000,2.549,21.518,22.995,3.522
9600000,3.064,24.705,28.313,4.093
10800000,3.421,28.54,31.716,4.672
12000000,3.91,0.263,44.644,5.168
13200000,4.371,34.852,40.106,5.804
14400000,4.818,38.356,42.665,6.369
15600000,5.23,42.354,47.627,6.955
16800000,5.691,45.462,49.984,7.487
18000000,6.181,48.732,57.046,8.105
19200000,6.589,51.945,59.873,8.69
20400000,7.051,15.9,102.624,9.189
21600000,7.553,59.49,69.589,9.896
22800000,14.193,19.298,116.129,14.908
24000000,12.672,0.414,94.426,15.573
25200000,16.77,66.504,81.011,11.593
26400000,13.569,69.582,83.209,12.14
27600000,14.74,21.386,148.239,12.67
28800000,15.469,76.134,91.462,13.247
30000000,16.06,79.197,97.338,13.863
31200000,16.847,82.958,99.486,14.65
32400000,17.755,86.737,104.14,15.027
33600000,21.666,94.986,104.916,22.099
34800000,22.614,27.138,194.318,22.744
36000000,23.516,95.509,119.322,23.337
37200000,24.035,28.759,209.613,24.463
38400000,24.932,101.815,135.403,25.015
39600000,25.801,104.646,131.947,25.746
40800000,26.504,31.51,222.362,26.73
42000000,27.524,111.482,139.18,27.284
43200000,28.011,114.598,144.15,28.156
44400000,29.124,34.287,348.973,28.858
45600000,29.612,35.224,250.396,29.586
46800000,30.65,124.391,156.801,30.496
48000000,30.882,0.435,188.721,31.271
49200000,31.965,37.973,391.837,32.019
50400000,32.855,133.99,164.642,32.577
51600000,33.697,39.82,412.807,33.624
52800000,34.139,140.031,170.688,34.4
54000000,35.061,0.583,223.274,35.001
55200000,35.69,42.599,310.745,35.727
56400000,36.625,43.499,347.522,36.428
57600000,37.091,152.981,192.064,37.698
58800000,38.063,155.63,195.485,38.139
60000000,39.01,158.576,197.462,38.872
61200000,39.797,47.536,388.843,39.51
62400000,40.196,165.167,203.737,40.49
63600000,40.944,49.166,519.661,41.384
64800000,42.334,178.575,212.084,42.113
66000000,43.18,182.003,226.779,42.547
67200000,43.806,185.039,217.903,43.493
68400000,44.076,52.882,435.72,44.223
69600000,45.015,53.858,405.872,45.357
70800000,46.032,54.562,467.131,45.71
72000000,46.755,198.297,254.177,46.34
73200000,47.445,56.376,588.79,47.57
74400000,48.501,57.248,433.76,48.14
75600000,48.839,208.559,250.974,49.31
76800000,49.863,211.451,272.035,49.489
78000000,50.259,215.259,270.158,50.581
79200000,51.427,218.179,269.561,51.095
80400000,52.181,62.052,664.784,52.077
81600000,52.76,62.771,478.106,52.946
82800000,53.326,63.827,534.036,53.585
84000000,54.088,231.518,284.026,54.402
85200000,55.361,65.562,698.937,54.868
86400000,55.911,238.199,294.163,56.126
87600000,56.997,67.415,717.611,56.534
88800000,57.091,68.337,718.744,57.382
90000000,58.065,248.152,318.692,58.199
91200000,59.037,70.172,541.698,58.73
92400000,59.989,254.304,321.74,59.875
93600000,60.618,257.851,321.353,60.514
94800000,61.289,73.44,792.984,61.176
96000000,62.029,0.679,391.902,61.839
97200000,62.97,267.776,333.764,62.494
98400000,63.353,75.746,803.949,63.813
99600000,65.199,76.721,768.915,64.546
100800000,65.186,277.905,350.414,64.843
102000000,66.18,78.513,584.38,65.614
103200000,66.387,79.412,849.498,66.645
104400000,67.061,80.384,687.686,67.626
105600000,68.327,291.213,390.832,68.026
106800000,68.982,82.341,907.578,68.946
108000000,69.858,0.596,450.821,69.793
109200000,70.201,300.856,402.239,70.587
110400000,71.425,84.814,673.225,71.647
111600000,72.444,86.517,735.923,71.608
112800000,72.88,86.973,717.36,72.638
114000000,73.893,88.093,665.197,73.544
115200000,74.468,317.164,484.261,74.472
116400000,75.18,89.692,947.678,75.623
117600000,75.925,324.188,473.838,75.543
118800000,76.418,328.238,470.671,76.768
120000000,77.745,330.685,483.138,77.282
24,0,0.021,0.001,0
1200000,0.429,3.147,2.917,0.402
2400000,0.838,6.201,5.797,0.762
3600000,1.151,9.278,9.403,1.309
4800000,1.445,12.394,12.561,1.865
6000000,1.786,0.183,19.366,2.393
7200000,2.385,18.535,19.913,2.939
8400000,2.608,21.55,22.826,3.523
9600000,2.985,24.852,28.511,4.099
10800000,3.436,28.576,32.002,4.683
12000000,3.905,0.27,45.45,5.19
13200000,4.377,34.846,40.162,5.837
14400000,4.852,38.334,43.129,6.398
15600000,5.265,42.283,47.774,7.006
16800000,5.72,45.477,50.052,7.525
18000000,6.15,48.757,57.266,8.258
19200000,6.586,51.877,60.353,8.695
20400000,7.045,15.874,103.156,9.242
21600000,7.576,58.985,69.745,9.836
22800000,13.506,19.407,116.13,14.914
24000000,12.664,0.412,94.463,15.576
25200000,16.778,66.497,80.806,11.661
26400000,13.774,69.728,82.891,12.205
27600000,14.961,21.47,147.554,12.635
28800000,15.41,76.301,91.815,13.244
30000000,16.069,79.233,97.182,13.844
31200000,16.882,83.012,99.033,14.507
32400000,17.745,86.857,103.603,15.072
33600000,21.643,95,104.206,22.044
34800000,22.763,26.993,193.826,22.873
36000000,23.518,95.518,119.135,23.328
37200000,23.981,28.782,209.403,24.368
38400000,24.915,101.813,135.691,25.205
39600000,25.751,104.744,131.257,25.701
40800000,26.482,31.497,222.049,26.58
42000000,27.617,111.468,138.428,27.234
43200000,27.883,114.255,144.11,28.177
44400000,29.119,34.289,348.758,28.843
45600000,29.585,35.193,250.771,29.794
46800000,30.666,124.471,156.364,30.388
48000000,30.889,0.436,188.412,31.245
49200000,32.06,37.993,390.874,31.942
50400000,32.955,134.008,163.934,32.532
51600000,33.696,39.859,412.517,33.695
52800000,34.335,139.975,169.809,34.455
54000000,35.192,0.578,223.093,35.054
55200000,35.815,42.598,309.831,35.79
56400000,36.593,43.648,347.212,36.399
57600000,37.12,152.88,192.302,37.74
58800000,38.426,155.589,194.139,38.197
60000000,38.912,159.547,197.449,38.851
61200000,39.566,47.348,388.458,39.588
62400000,40.213,165.108,203.723,40.572
63600000,40.91,49.068,520.719,41.359
64800000,42.365,178.529,211.603,42.211
66000000,42.836,182.016,226.597,42.575
67200000,44.121,185.507,218.122,43.704
68400000,44.198,53.186,435.35,44.207
69600000,44.965,53.712,405.117,45.401
70800000,46.02,54.559,467.108,45.732
72000000,46.8,198.191,254.908,46.379
73200000,47.382,56.379,588.014,47.581
74400000,48.267,57.336,433.728,48.261
75600000,48.846,208.51,251.227,49.388
76800000,49.95,211.442,271.948,49.433
78000000,50.23,215.006,269.894,50.594
79200000,51.492,218.272,269.653,51.135
80400000,52.259,62.359,665.443,52.089
81600000,52.845,62.845,477.451,53.008
82800000,53.181,63.77,534.477,53.736
84000000,54.062,231.6,283.803,54.443
85200000,55.304,65.649,698.037,55.006
86400000,55.848,238.257,294.206,56.18
87600000,56.971,67.451,716.64,56.588
88800000,57.125,68.377,720.094,57.684
90000000,58.424,248.1,316.892,58.169
91200000,58.981,70.186,541.418,58.737
92400000,59.86,254.543,322.55,59.738
93600000,60.68,257.977,322.755,60.473
94800000,61.334,73.132,792.563,61.193
96000000,62.132,0.674,392.885,61.957
97200000,62.928,267.693,329.841,62.629
98400000,63.347,75.769,804.348,64.317
99600000,65.096,76.786,768.089,64.49
100800000,65.145,277.828,353.012,65.019
102000000,66.055,78.873,584.383,65.699
103200000,66.325,79.362,849.04,66.567
104400000,67.001,80.367,687.766,67.734
105600000,68.294,290.67,389.681,67.929
106800000,69.076,82.621,908.426,68.638
108000000,69.789,0.606,449.847,69.73
109200000,70.126,300.854,404.201,70.89
110400000,71.426,84.943,674.155,71.626
111600000,71.804,86.181,736.619,71.814
112800000,72.749,87.224,718.452,72.648
114000000,73.676,87.655,665.361,73.589
115200000,74.084,317.928,482.922,74.449
116400000,74.882,89.712,946.795,75.64
117600000,75.48,324.644,473.635,75.564
118800000,76.032,327.5,472.825,76.806
120000000,77.127,331.133,483.055,77.248
24,0.001,0.021,0,0
1200000,0.428,3.153,2.918,0.403
2400000,0.841,6.219,5.808,0.763
3600000,1.149,9.268,9.41,1.301
4800000,1.446,12.354,12.583,1.862
6000000,1.778,0.182,19.416,2.398
7200000,2.393,18.558,19.922,2.935
8400000,2.567,21.538,22.871,3.518
9600000,2.981,24.605,28.134,4.176
10800000,3.463,28.497,31.648,4.673
12000000,3.9,0.262,44.797,5.168
13200000,4.368,34.822,40.15,5.798
14400000,4.813,38.425,42.604,6.38
15600000,5.244,42.287,47.494,6.95
16800000,5.709,45.501,49.758,7.526
18000000,6.175,49.011,56.862,8.078
19200000,6.533,51.95,59.922,8.662
20400000,7.053,15.869,101.893,9.181
21600000,7.517,59.057,69.381,9.821
22800000,13.085,19.459,116.554,14.926
24000000,12.662,0.417,94.486,15.578
25200000,16.781,66.467,80.994,11.546
26400000,13.586,69.594,83.229,12.153
27600000,14.712,21.382,148.026,12.667
28800000,15.476,75.925,91.513,13.241
30000000,16.172,79.202,97.314,13.846
31200000,16.906,82.931,98.972,14.5
32400000,17.732,86.766,103.69,15.056
33600000,21.655,94.941,104.324,21.97
34800000,22.669,27.329,194.389,22.799
36000000,23.451,95.511,119.177,23.322
37200000,24.033,28.766,209.364,24.37
38400000,24.897,101.868,135.063,25.077
39600000,25.868,104.658,131.333,25.76
40800000,26.518,31.52,222.075,26.709
42000000,27.573,111.588,138.392,27.182
43200000,28.027,114.982,144.188,28.178
44400000,29.168,34.308,348.47,28.98
45600000,29.617,35.179,250.261,29.563
46800000,30.755,124.468,156.282,30.413
48000000,30.928,0.435,188.429,31.195
49200000,31.982,38.02,391.807,31.969
50400000,32.881,134.078,163.965,32.664
51600000,33.67,39.823,412.004,33.516
52800000,34.187,140.044,169.951,34.465
54000000,35.083,0.587,222.926,35.013
55200000,35.767,42.542,310.435,35.777
56400000,36.627,43.509,347.043,36.324
57600000,37.07,152.957,191.941,37.776
58800000,38.074,155.883,194.09,38.146
60000000,38.926,158.448,197.508,38.758
61200000,39.523,47.223,388.736,39.541
62400000,40.187,165.14,203.445,40.581
63600000,41.032,49.041,519.17,41.31
64800000,42.723,178.907,211.834,42
66000000,43.204,182.367,225.954,42.525
67200000,43.783,185.122,217.159,43.257
68400000,44.132,52.789,435.075,44.221
69600000,44.927,53.693,404.589,45.798
70800000,46.01,54.551,466.539,45.752
72000000,46.836,198.049,253.93,46.475
73200000,47.383,56.386,587.47,47.511
74400000,48.584,57.753,433.303,48.107
75600000,48.945,208.497,249.444,49.414
76800000,49.85,211.4,271.896,49.449
78000000,50.222,214.752,270.287,50.588
79200000,51.385,218.093,268.038,51.203
80400000,51.993,62.183,662.14,52.153
81600000,52.765,62.802,477.215,52.942
82800000,53.213,63.788,533.072,53.746
84000000,54.165,231.405,282.504,54.407
85200000,55.367,65.55,697.613,54.922
86400000,55.977,238.303,293.107,56.039
87600000,56.973,67.401,717.022,56.951
88800000,57.175,68.407,717.787,57.538
90000000,58.124,248.213,316.029,58.125
91200000,59.07,70.189,541.065,58.585
92400000,59.841,254.416,316.576,60.047
93600000,60.605,258.051,321.414,60.415
94800000,61.356,72.953,793.44,61.049
96000000,62.268,0.673,391.923,61.946
97200000,62.899,267.545,326.857,62.881
98400000,63.787,75.691,802.876,64.033
99600000,65.29,76.687,767.514,64.879
100800000,65.674,277.708,352.415,64.899
102000000,66.115,78.36,582.725,65.651
