nThreads,memcpyOut,plan,execu,memcpyIn
9,0.404,9.045,1.595,0.571,
10,0.442,9.475,1.708,0.574,
11,0.424,9.386,1.733,0.569,
12,0.430,9.229,1.758,0.534,
13,0.361,7.837,1.742,0.513,
14,0.368,7.841,1.779,0.528,
15,0.359,7.848,1.745,0.529,
16,0.366,7.860,1.616,0.529,
17,0.370,7.866,1.569,0.503,
18,0.382,7.853,1.631,0.554,
19,0.371,7.847,1.621,0.527,
20,0.378,7.881,1.630,0.546,
21,0.372,8.257,1.371,0.499,
22,0.371,8.196,1.292,0.508,
23,0.373,8.219,1.318,0.505,
24,0.373,8.217,1.443,0.731,
25,0.474,8.268,1.438,0.508,
26,0.383,8.507,1.068,0.519,
27,0.358,8.493,1.157,0.491,
28,0.376,8.492,1.212,0.759,
29,0.719,11.799,1.187,0.495,
30,0.360,8.490,1.345,0.511,
31,0.363,8.491,1.310,0.523,
32,0.369,8.510,1.372,0.506,
33,0.358,8.509,1.387,0.458,
34,0.358,8.499,1.247,0.535,
35,0.355,8.528,1.208,0.511,
36,0.363,8.508,1.224,0.502,
37,0.368,8.510,1.291,0.525,
38,0.362,8.527,1.381,0.539,
39,0.361,8.523,1.202,0.504,
40,0.364,8.527,1.423,0.531,
41,0.362,8.523,1.216,0.498,
42,0.375,8.515,1.374,0.506,
43,0.370,8.515,1.520,0.495,
44,0.374,8.511,1.428,0.496,
45,0.373,8.489,1.097,0.505,
46,0.366,8.517,1.154,0.493,
47,0.368,8.502,1.353,0.521,
48,0.373,8.508,1.392,0.852,
1,0.753,7.125,3.855,0.436,
2,0.369,7.076,5.261,0.475,
3,0.366,9.709,1.911,0.485,
4,0.361,7.454,1.719,0.516,
5,0.358,7.618,2.788,0.530,
6,0.364,7.622,2.840,0.547,
7,0.359,7.870,2.793,0.553,
8,0.396,8.801,2.599,0.611,
9,0.433,9.952,1.673,0.606,
10,0.459,9.690,1.977,0.510,
11,0.370,7.955,1.850,0.544,
12,0.380,8.186,1.760,0.544,
13,0.375,8.190,1.818,0.544,
14,0.389,8.176,1.830,0.559,
15,0.387,8.206,1.771,0.555,
16,0.389,8.206,1.757,0.532,
17,0.405,8.200,1.666,0.553,
18,0.393,8.201,1.746,0.537,
19,0.373,7.872,1.802,0.534,
20,0.367,7.888,1.650,0.544,
21,0.379,8.258,1.504,0.551,
22,0.364,8.224,1.619,0.519,
23,0.374,8.232,1.642,0.562,
24,0.372,8.247,1.619,0.553,
25,0.367,8.258,1.872,0.556,
26,0.372,8.524,1.206,0.517,
27,0.375,8.494,1.417,0.514,
28,0.383,8.493,1.290,0.533,
29,0.396,8.470,1.470,0.530,
30,0.393,8.490,1.216,0.802,
31,0.730,12.144,1.291,0.822,
32,0.739,9.540,1.227,0.537,
33,0.374,8.499,1.388,0.836,
34,0.724,12.789,1.038,0.753,
35,0.725,10.022,1.147,0.766,
36,0.701,8.637,1.192,0.539,
37,0.365,8.497,1.208,0.502,
38,0.367,8.495,1.209,0.502,
39,0.378,8.511,1.318,0.516,
40,0.385,8.515,1.328,0.534,
41,0.367,8.521,1.349,0.526,
42,0.366,8.522,1.386,0.522,
43,0.371,8.513,1.305,0.535,
44,0.366,8.516,1.257,0.514,
45,0.378,8.507,1.373,0.528,
46,0.382,8.509,1.371,0.530,
47,0.378,8.513,1.389,0.495,
48,0.388,8.500,1.288,0.516,
1,0.386,4.182,3.713,0.424,
2,0.356,7.076,4.317,0.495,
3,0.404,8.461,2.200,0.521,
4,0.349,7.468,2.489,0.530,
5,0.347,7.623,2.834,0.551,
6,0.346,7.944,2.743,0.561,
7,0.375,8.930,2.728,0.584,
8,0.457,9.621,2.570,0.551,
9,0.346,7.991,1.569,0.531,
10,0.369,8.238,1.621,0.550,
11,0.359,8.168,1.946,0.535,
12,0.368,8.371,1.788,0.555,
13,0.379,8.553,1.767,0.564,
14,0.384,8.542,1.831,0.552,
15,0.383,8.567,1.784,0.533,
16,0.396,8.550,1.682,0.570,
17,0.389,8.500,1.694,0.528,
18,0.356,7.863,1.572,0.541,
19,0.362,7.868,1.671,0.539,
20,0.357,7.871,1.695,0.542,
21,0.363,8.248,1.435,0.545,
22,0.353,8.216,1.669,0.529,
23,0.361,8.237,1.633,0.542,
24,0.355,8.230,1.512,0.518,
25,0.345,8.220,1.726,0.538,
26,0.354,8.513,1.328,0.497,
27,0.372,8.489,1.364,0.505,
28,0.375,8.488,1.254,0.521,
29,0.362,8.499,1.210,0.496,
30,0.360,8.495,1.171,0.486,
31,0.369,8.506,1.311,0.499,
32,0.359,8.497,1.214,0.532,
33,0.365,8.497,1.338,0.523,
34,0.366,8.503,1.307,0.521,
35,0.364,8.497,1.354,0.527,
36,0.372,8.503,1.335,0.521,
37,0.370,8.500,1.426,0.525,
38,0.373,8.497,1.234,0.509,
39,0.362,8.507,1.407,0.527,
40,0.360,8.517,1.363,0.531,
41,0.371,8.509,1.226,0.501,
42,0.365,8.502,1.409,0.520,
43,0.376,8.505,1.360,0.529,
44,0.377,8.504,1.143,0.530,
45,0.370,8.515,1.422,0.502,
46,0.366,8.519,1.197,0.510,
47,0.374,8.521,1.355,0.507,
48,0.368,8.505,1.265,0.499,
1,0.377,4.187,3.790,0.419,
2,0.362,7.068,5.118,0.479,
3,0.419,9.926,2.586,0.486,
4,0.351,7.513,2.580,0.495,
5,0.367,8.071,2.178,0.466,
6,0.394,8.297,2.261,0.509,
7,0.401,8.575,2.181,0.510,
8,0.427,9.116,2.206,0.534,
9,0.457,9.345,1.651,0.512,
10,0.362,7.898,1.628,0.484,
11,0.360,7.823,1.825,0.483,
12,0.366,7.829,1.634,0.515,
13,0.352,7.829,1.619,0.500,
14,0.370,7.824,1.751,0.502,
15,0.363,7.846,1.536,0.515,
16,0.367,7.847,1.602,0.512,
17,0.376,7.851,1.413,0.512,
18,0.375,7.863,1.420,0.496,
19,0.372,7.880,1.592,0.487,
20,0.379,7.858,1.377,0.483,
21,0.374,8.241,1.705,0.493,
22,0.373,8.211,1.725,0.499,
23,0.362,8.223,1.564,0.497,
24,0.361,8.226,1.614,0.556,
25,0.359,8.224,1.609,0.520,
26,0.363,8.503,1.266,0.524,
27,0.362,8.487,1.228,0.519,
28,0.368,8.478,1.227,0.520,
29,0.360,8.496,1.365,0.514,
30,0.365,8.502,1.398,0.530,
31,0.367,8.507,1.388,0.529,
32,0.358,8.506,1.284,0.493,
33,0.361,8.493,1.299,0.501,
34,0.364,8.496,1.323,0.525,
35,0.367,8.486,1.370,0.530,
36,0.361,8.505,1.453,0.528,
37,0.366,8.495,1.433,0.514,
38,0.357,8.512,1.366,0.526,
39,0.359,8.516,1.291,0.505,
40,0.375,8.510,1.160,0.503,
41,0.373,8.497,1.379,0.522,
42,0.371,8.508,1.299,0.519,
43,0.364,8.508,1.404,0.524,
44,0.361,8.518,1.201,0.535,
45,0.364,8.510,1.225,0.527,
46,0.367,8.509,1.447,0.500,
47,0.365,8.509,1.225,0.521,
48,0.380,8.521,1.356,0.519,
1,0.369,4.208,3.742,0.422,
2,0.356,7.078,2.926,0.456,
3,0.370,7.773,1.593,0.423,
4,0.356,7.435,1.458,0.438,
5,0.357,7.583,2.070,0.444,
6,0.397,7.923,1.606,0.505,
7,0.355,7.631,1.927,0.479,
8,0.384,7.933,1.827,0.503,
9,0.372,7.897,1.461,0.499,
10,0.356,7.891,1.584,0.501,
11,0.360,7.831,1.506,0.522,
12,0.352,7.837,1.729,0.523,
13,0.372,7.818,1.675,0.529,
14,0.361,7.829,1.678,0.483,
15,0.375,7.858,1.733,0.512,
16,0.364,7.855,1.585,0.480,
17,0.377,7.867,1.550,0.518,
18,0.380,7.855,1.559,0.497,
19,0.371,7.860,1.599,0.529,
20,0.383,7.852,1.758,0.524,
21,0.374,8.247,1.778,0.530,
22,0.367,8.201,1.454,0.495,
23,0.367,8.221,1.703,0.523,
24,0.363,8.205,1.647,0.529,
25,0.371,8.225,1.674,0.498,
26,0.378,8.509,1.354,0.521,
27,0.373,8.489,1.234,0.493,
28,0.356,8.500,1.319,0.532,
29,0.362,8.491,1.472,0.517,
30,0.360,8.500,1.293,0.509,
31,0.369,8.501,1.369,0.518,
32,0.371,8.504,1.409,0.518,
33,0.364,8.494,1.279,0.513,
34,0.356,8.502,1.386,0.500,
35,0.357,8.504,1.347,0.520,
36,0.358,8.491,1.275,0.514,
37,0.356,8.489,1.405,0.512,
38,0.370,8.512,1.258,0.518,
39,0.371,8.516,1.352,0.518,
40,0.368,8.522,1.470,0.533,
41,0.375,8.520,1.382,0.517,
42,0.364,8.526,1.299,0.514,
43,0.369,8.523,1.356,0.523,
44,0.363,8.508,1.386,0.527,
45,0.364,8.508,1.280,0.521,
46,0.363,8.518,1.691,0.505,
47,0.367,8.507,1.547,0.721,
48,0.751,12.341,1.121,0.769,
1,0.741,5.400,3.757,0.430,
2,0.362,7.081,5.206,0.623,
3,0.516,10.021,2.044,0.487,
4,0.363,7.453,2.597,0.487,
5,0.362,7.748,2.481,0.522,
6,0.375,8.160,2.151,0.533,
7,0.393,8.296,2.239,0.543,
8,0.412,8.682,1.842,0.551,
9,0.420,9.034,1.828,0.524,
10,0.358,7.896,1.714,0.505,
11,0.358,7.859,1.696,0.540,
12,0.357,7.862,1.819,0.540,
13,0.363,7.837,1.714,0.515,
14,0.361,7.840,1.686,0.515,
15,0.375,7.853,1.704,0.541,
16,0.370,7.852,1.616,0.530,
17,0.378,7.857,1.513,0.528,
18,0.367,7.851,1.595,0.511,
19,0.370,7.872,1.538,0.499,
20,0.373,7.875,1.691,0.530,
21,0.376,8.250,1.860,0.822,
22,0.736,8.460,1.316,0.764,
23,0.380,8.303,1.435,0.506,
24,0.376,8.202,1.425,0.502,
25,0.390,8.229,1.320,0.739,
26,0.723,11.936,1.023,0.498,
27,0.385,8.500,1.122,0.535,
28,0.370,8.520,1.106,0.535,
29,0.377,8.506,1.126,0.507,
30,0.382,8.504,1.086,0.531,
31,0.385,8.495,1.193,0.548,
32,0.380,8.505,1.133,0.498,
33,0.398,8.477,1.137,0.522,
34,0.381,8.501,1.196,0.524,
35,0.384,8.505,1.213,0.852,
36,0.739,11.435,1.164,0.816,
37,0.750,9.252,1.182,0.527,
38,0.396,8.494,1.377,0.808,
39,0.377,8.541,1.279,0.830,
40,0.746,12.036,1.152,0.516,
41,0.383,8.499,1.101,0.542,
42,0.371,8.522,1.324,0.542,
43,0.376,8.520,1.358,0.846,
44,0.511,8.533,1.231,0.814,
45,0.724,12.609,1.201,0.513,
46,0.369,8.522,1.263,0.511,
47,0.375,8.536,1.195,0.798,
48,0.735,9.152,1.184,0.506,
1,0.389,4.186,3.901,0.430,
2,0.370,7.063,2.535,0.435,
3,0.364,7.463,1.960,0.433,
4,0.367,7.471,1.791,0.429,
5,0.368,7.609,2.008,0.498,
6,0.363,7.619,1.855,0.501,
7,0.370,7.620,1.789,0.471,
8,0.387,7.619,1.863,0.490,
9,0.377,7.892,1.587,0.526,
10,0.363,7.886,1.408,0.488,
11,0.375,7.802,1.500,0.497,
12,0.361,7.828,1.366,0.493,
13,0.365,7.846,1.477,0.497,
14,0.363,7.829,1.487,0.503,
15,0.381,7.844,1.429,0.501,
16,0.383,7.860,1.440,0.513,
17,0.377,7.873,1.379,0.509,
18,0.381,7.863,1.432,0.505,
19,0.385,7.895,1.322,0.505,
20,0.386,7.870,1.316,0.501,
21,0.387,8.252,1.496,0.525,
22,0.369,8.208,1.412,0.516,
23,0.369,8.222,1.286,0.505,
24,0.378,8.237,1.649,0.548,
25,0.372,8.259,1.706,0.523,
26,0.372,8.510,1.310,0.515,
27,0.375,8.503,1.227,0.505,
28,0.378,8.515,1.376,0.513,
29,0.381,8.508,1.235,0.505,
30,0.365,8.480,1.328,0.532,
31,0.377,8.502,1.424,0.520,
32,0.377,8.510,1.314,0.524,
33,0.390,8.502,1.415,0.527,
34,0.378,8.511,1.361,0.531,
35,0.378,8.511,1.366,0.805,
36,0.714,9.655,1.093,0.508,
37,0.367,8.510,1.234,0.508,
38,0.399,8.500,1.190,0.826,
39,0.740,12.656,1.105,0.509,
40,0.376,8.510,1.246,0.533,
41,0.379,8.505,1.365,0.509,
42,0.385,8.503,1.238,0.521,
43,0.384,8.502,1.393,0.493,
44,0.395,8.494,1.362,0.587,
45,0.378,8.518,1.286,0.524,
46,0.365,8.521,1.196,0.505,
47,0.369,8.523,1.210,0.520,
48,0.371,8.504,1.285,0.528,
1,0.375,4.177,3.788,0.423,
2,0.355,7.071,3.463,0.426,
3,0.357,7.584,2.678,0.478,
4,0.380,8.128,2.685,0.519,
5,0.389,8.304,2.037,0.516,
6,0.390,8.305,2.160,0.528,
7,0.382,8.326,1.950,0.485,
8,0.409,8.295,1.828,0.498,
9,0.426,7.900,1.563,0.502,
10,0.364,7.888,1.618,0.503,
11,0.356,7.830,1.824,0.518,
12,0.359,7.837,1.780,0.516,
13,0.353,7.839,1.751,0.528,
14,0.360,7.844,1.756,0.530,
15,0.357,7.849,1.741,0.544,
16,0.360,7.864,1.516,0.509,
17,0.376,7.851,1.824,0.537,
18,0.366,7.854,1.783,0.539,
19,0.370,7.878,1.575,0.522,
20,0.370,7.873,1.710,0.505,
21,0.368,8.242,1.700,0.539,
22,0.357,8.210,1.790,0.507,
23,0.353,8.215,1.604,0.506,
24,0.363,8.213,1.637,0.528,
25,0.366,8.228,1.586,0.511,
26,0.362,8.528,1.088,0.489,
27,0.360,8.496,1.390,0.511,
28,0.370,8.491,1.138,0.500,
29,0.354,8.497,1.271,0.519,
30,0.358,8.495,1.416,0.522,
31,0.357,8.500,1.316,0.523,
32,0.356,8.491,1.345,0.506,
33,0.366,8.495,1.407,0.527,
34,0.359,8.509,1.436,0.512,
35,0.375,8.496,1.370,0.527,
36,0.357,8.507,1.401,0.508,
37,0.353,8.481,1.449,0.797,
38,0.725,11.737,1.094,0.768,
39,0.724,9.442,1.163,0.503,
40,0.370,8.532,1.123,0.516,
41,0.368,8.498,1.220,0.799,
42,0.714,12.566,1.185,0.509,
43,0.362,8.518,1.280,0.521,
44,0.361,8.514,1.502,0.530,
45,0.367,8.524,1.361,0.530,
46,0.364,8.527,1.430,0.852,
47,0.738,12.925,1.234,0.531,
48,0.378,8.530,1.456,0.506,
1,0.381,4.195,3.764,0.428,
2,0.375,7.077,5.259,0.481,
3,0.366,9.814,2.562,0.500,
4,0.363,7.504,2.503,0.535,
5,0.364,7.626,2.363,0.488,
6,0.369,7.749,2.115,0.535,
7,0.380,8.145,1.988,0.568,
8,0.401,8.328,2.098,0.549,
9,0.419,8.647,1.949,0.562,
10,0.401,9.050,1.542,0.562,
11,0.414,8.929,1.382,0.492,
12,0.362,7.877,1.629,0.545,
13,0.371,7.868,1.748,0.556,
14,0.366,7.848,1.676,0.535,
15,0.378,7.854,1.643,0.543,
16,0.368,7.855,1.702,0.504,
17,0.386,7.871,1.539,0.558,
18,0.370,7.860,1.621,0.537,
19,0.382,7.879,1.821,0.539,
20,0.380,7.886,1.691,0.525,
21,0.376,8.259,1.705,0.513,
22,0.364,8.230,1.570,0.499,
23,0.376,8.246,1.711,0.518,
24,0.384,8.229,1.627,0.519,
25,0.375,8.210,1.619,0.555,
26,0.381,8.545,1.106,0.841,
27,0.760,11.820,1.158,0.504,
28,0.378,8.509,1.344,0.508,
29,0.385,8.486,1.191,0.498,
30,0.383,8.492,1.174,0.522,
31,0.377,8.519,1.397,0.547,
32,0.379,8.508,1.414,0.536,
33,0.377,8.506,1.364,0.522,
34,0.376,8.506,1.391,0.826,
35,0.746,11.440,1.094,0.513,
36,0.378,8.510,1.174,0.525,
37,0.385,8.504,1.303,0.518,
38,0.389,8.503,1.043,0.733,
39,0.467,8.520,1.112,0.826,
40,0.726,12.687,1.175,0.509,
41,0.384,8.515,1.118,0.499,
42,0.388,8.500,1.431,0.822,
43,0.736,9.063,1.375,0.771,
44,0.384,8.538,1.250,0.525,
45,0.385,8.535,1.199,0.538,
46,0.391,8.523,1.351,0.534,
47,0.731,11.727,1.321,0.542,
48,0.388,8.528,1.241,0.514,
1,0.384,4.207,3.802,0.435,
2,0.372,7.075,3.477,0.429,
3,0.371,8.041,2.729,0.547,
4,0.420,8.508,2.720,0.488,
5,0.369,7.646,1.836,0.482,
6,0.403,7.937,1.936,0.518,
7,0.404,7.943,2.269,0.504,
8,0.412,8.095,2.420,0.534,
9,0.419,8.884,1.462,0.528,
10,0.435,9.027,1.465,0.545,
11,0.427,8.919,1.958,0.544,
12,0.424,8.904,1.827,0.518,
13,0.378,7.878,1.651,0.517,
14,0.372,7.823,1.751,0.527,
15,0.386,7.858,1.728,0.523,
16,0.385,7.839,1.672,0.522,
17,0.391,7.855,1.518,0.536,
18,0.383,7.855,1.501,0.506,
19,0.387,7.849,1.530,0.501,
20,0.381,7.880,1.473,0.512,
21,0.391,8.264,1.580,0.544,
22,0.378,8.229,1.574,0.539,
23,0.374,8.227,1.576,0.501,
24,0.388,8.229,1.617,0.535,
25,0.389,8.229,1.577,0.502,
26,0.382,8.528,1.395,0.548,
27,0.369,8.504,1.378,0.508,
28,0.378,8.507,1.213,0.547,
29,0.374,8.509,1.276,0.525,
30,0.381,8.476,1.452,0.538,
31,0.379,8.514,1.300,0.859,
32,0.752,10.023,1.216,0.500,
33,0.394,8.495,1.223,0.531,
34,0.393,8.505,1.236,0.545,
35,0.383,8.502,1.312,0.541,
36,0.385,8.530,1.196,0.522,
37,0.384,8.515,1.344,0.513,
38,0.386,8.514,1.310,0.524,
39,0.392,8.507,1.489,0.831,
40,0.749,10.482,1.170,0.516,
41,0.384,8.528,1.340,0.540,
42,0.378,8.518,1.326,0.843,
43,0.743,12.835,1.142,0.539,
44,0.380,8.515,1.356,0.802,
45,0.732,9.598,1.138,0.506,
46,0.372,8.528,1.287,0.512,
47,0.378,8.515,1.309,0.502,
48,0.387,8.506,1.256,0.534,
1,0.380,4.197,3.844,0.425,
2,0.366,7.059,3.137,0.431,
3,0.377,7.421,1.934,0.430,
4,0.367,7.439,2.147,0.439,
5,0.367,7.590,1.224,0.437,
6,0.377,7.577,1.427,0.465,
7,0.383,7.588,1.435,0.441,
8,0.388,7.596,1.453,0.761,
9,0.755,11.404,1.235,0.505,
10,0.356,7.895,1.165,0.495,
11,0.362,7.810,1.701,0.519,
12,0.379,7.831,1.715,0.537,
13,0.368,7.837,1.778,0.522,
14,0.378,7.847,1.868,0.541,
15,0.367,7.834,1.609,0.508,
16,0.373,7.897,1.576,0.541,
17,0.371,7.834,1.568,0.505,
18,0.414,9.405,1.555,0.537,
19,0.381,7.858,1.402,0.495,
20,0.382,7.852,1.370,0.507,
21,0.377,8.239,1.633,0.547,
22,0.362,8.232,1.632,0.502,
23,0.374,8.248,1.646,0.507,
24,0.378,8.232,1.480,0.515,
25,0.372,8.246,1.536,0.511,
26,0.364,8.528,1.322,0.819,
27,0.717,9.566,1.079,0.518,
28,0.357,8.506,1.123,0.493,
29,0.373,8.478,1.123,0.541,
30,0.357,8.502,1.386,0.535,
31,0.368,8.519,1.403,0.519,
32,0.361,8.513,1.388,0.527,
33,0.363,8.512,1.321,0.534,
34,0.361,8.519,1.236,0.490,
35,0.376,8.508,1.221,0.521,
36,0.376,8.501,1.340,0.514,
37,0.369,8.509,1.374,0.537,
38,0.375,8.514,1.518,0.532,
39,0.367,8.518,1.238,0.499,
40,0.377,8.507,1.272,0.513,
41,0.368,8.509,1.253,0.524,
42,0.379,8.500,1.382,0.517,
43,0.378,8.506,1.203,0.542,
44,0.372,8.521,1.325,0.505,
45,0.370,8.517,1.380,0.529,
46,0.371,8.526,1.547,0.535,
47,0.370,8.526,1.395,0.534,
48,0.375,8.523,1.294,0.510,
1,0.380,4.186,3.757,0.424,
2,0.358,7.072,5.153,0.496,
3,0.354,9.779,2.609,0.516,
4,0.353,7.465,2.562,0.510,
5,0.351,7.636,2.047,0.529,
6,0.356,7.634,2.152,0.526,
7,0.359,7.607,1.858,0.550,
8,0.354,7.629,2.060,0.534,
9,0.361,7.907,1.626,0.544,
10,0.356,7.904,1.535,0.508,
11,0.350,7.834,1.827,0.534,
12,0.352,7.842,1.608,0.538,
13,0.355,7.834,1.669,0.537,
14,0.352,7.844,1.533,0.529,
15,0.363,7.822,1.590,0.530,
16,0.375,7.859,1.616,0.518,
17,0.361,7.846,1.608,0.510,
18,0.372,7.861,1.626,0.518,
19,0.368,7.869,1.507,0.544,
20,0.365,7.861,1.538,0.533,
21,0.372,8.247,1.465,0.517,
22,0.381,8.213,1.356,0.524,
23,0.372,8.223,1.521,0.508,
24,0.362,8.213,1.549,0.501,
25,0.372,8.225,1.746,0.506,
26,0.378,8.515,1.337,0.521,
27,0.372,8.491,1.373,0.796,
28,0.714,9.666,1.150,0.526,
29,0.376,8.521,1.417,0.532,
30,0.369,8.503,1.284,0.497,
31,0.372,8.497,1.531,0.531,
32,0.371,8.501,1.473,0.533,
33,0.374,8.503,1.363,0.534,
34,0.371,8.517,1.334,0.807,
35,0.691,10.585,1.282,0.534,
36,0.357,8.505,1.381,0.520,
37,0.358,8.503,1.483,0.820,
38,0.720,12.760,1.148,0.529,
39,0.358,8.518,1.372,0.513,
40,0.366,8.509,1.116,0.713,
41,0.714,9.218,1.082,0.499,
42,0.382,8.498,1.073,0.516,
43,0.372,8.503,1.165,0.828,
44,0.728,12.525,1.232,0.499,
45,0.367,8.503,1.465,0.816,
46,0.741,9.294,1.325,0.521,
47,0.390,8.511,1.497,0.800,
48,0.736,12.690,1.110,0.505,
1,0.387,4.188,3.790,0.434,
2,0.375,7.075,3.455,0.436,
3,0.377,7.862,1.580,0.458,
4,0.415,7.700,1.371,0.439,
5,0.380,7.586,1.993,0.474,
6,0.378,7.840,1.854,0.476,
7,0.398,7.941,1.817,0.485,
8,0.401,7.942,1.728,0.465,
9,0.411,8.248,1.665,0.514,
10,0.411,8.241,1.550,0.528,
11,0.398,8.166,1.625,0.526,
12,0.375,7.805,1.511,0.499,
13,0.415,8.172,1.700,0.509,
14,0.391,7.823,1.665,0.527,
15,0.384,7.876,1.659,0.500,
16,0.390,7.880,1.588,0.496,
17,0.388,7.858,1.598,0.532,
18,0.389,7.866,1.536,0.546,
19,0.390,7.870,1.534,0.526,
20,0.385,7.869,1.523,0.498,
21,0.397,8.252,1.602,0.493,
22,0.385,8.207,1.698,0.538,
23,0.384,8.241,1.644,0.543,
24,0.384,8.240,1.448,0.515,
25,0.385,8.233,1.562,0.536,
26,0.403,8.505,1.229,0.497,
27,0.391,8.488,1.207,0.529,
28,0.388,8.504,1.328,0.533,
29,0.382,8.491,1.239,0.525,
30,0.391,8.502,1.348,0.485,
31,0.402,8.508,1.339,0.526,
32,0.398,8.498,1.252,0.530,
33,0.394,8.494,1.396,0.536,
34,0.386,8.516,1.313,0.521,
35,0.387,8.514,1.491,0.510,
36,0.392,8.523,1.310,0.538,
37,0.387,8.517,1.348,0.528,
38,0.391,8.505,1.304,0.532,
39,0.390,8.512,1.413,0.532,
40,0.388,8.517,1.350,0.510,
41,0.389,8.525,1.205,0.509,
42,0.398,8.511,1.317,0.519,
43,0.395,8.506,1.192,0.549,
44,0.391,8.526,1.334,0.519,
45,0.392,8.502,1.462,0.516,
46,0.397,8.529,1.388,0.520,
47,0.395,8.526,1.307,0.523,
48,0.394,8.521,1.397,0.526,
1,0.394,4.197,3.911,0.440,
2,0.374,7.072,3.431,0.460,
3,0.407,8.101,2.756,0.496,
4,0.372,7.487,2.650,0.498,
5,0.388,8.054,2.066,0.539,
6,0.415,8.324,1.911,0.538,
7,0.425,8.309,1.999,0.543,
8,0.424,8.604,1.770,0.530,
9,0.445,9.021,1.558,0.586,
10,0.427,9.022,1.623,0.504,
11,0.396,7.830,1.744,0.524,
12,0.372,7.864,1.707,0.487,
13,0.389,7.830,1.456,0.529,
14,0.382,7.842,1.687,0.497,
15,0.385,7.850,1.832,0.533,
16,0.384,7.859,1.495,0.516,
17,0.384,7.867,1.407,0.501,
18,0.397,7.861,1.512,0.509,
19,0.386,7.869,1.573,0.506,
20,0.392,7.876,1.640,0.544,
21,0.384,8.237,1.459,0.502,
22,0.386,8.221,1.699,0.547,
23,0.388,8.236,1.500,0.527,
24,0.394,8.229,1.705,0.557,
25,0.375,8.241,1.694,0.552,
26,0.381,8.520,1.278,0.547,
27,0.380,8.512,1.338,0.521,
28,0.384,8.520,1.206,0.509,
29,0.383,8.501,1.288,0.511,
30,0.390,8.506,1.185,0.513,
31,0.393,8.523,1.385,0.536,
32,0.383,8.511,1.439,0.541,
33,0.391,8.505,1.367,0.524,
34,0.381,8.519,1.362,0.520,
35,0.389,8.513,1.281,0.538,
36,0.378,8.514,1.274,0.524,
37,0.381,8.510,1.219,0.502,
38,0.403,8.512,1.268,0.533,
39,0.391,8.524,1.462,0.516,
40,0.395,8.521,1.269,0.537,
41,0.393,8.527,1.340,0.532,
42,0.388,8.525,1.293,0.538,
43,0.389,8.514,1.365,0.534,
44,0.396,8.516,1.309,0.515,
45,0.390,8.515,1.419,0.514,
46,0.390,8.522,1.305,0.508,
47,0.393,8.519,1.397,0.540,
48,0.391,8.517,1.363,0.529,
1,0.391,4.194,3.759,0.430,
2,0.385,7.075,3.154,0.434,
3,0.413,7.771,1.421,0.438,
4,0.375,7.445,1.335,0.441,
5,0.388,7.582,2.515,0.494,
6,0.417,8.274,3.071,0.494,
7,0.390,7.922,3.093,0.535,
8,0.446,9.255,2.720,0.569,
9,0.486,10.519,1.681,0.529,
10,0.376,7.905,1.745,0.528,
11,0.381,7.892,1.942,0.546,
12,0.391,8.185,1.762,0.537,
13,0.405,8.176,1.754,0.534,
14,0.398,8.173,1.733,0.561,
15,0.401,8.185,1.791,0.540,
16,0.403,8.197,1.692,0.554,
17,0.404,8.212,1.704,0.534,
18,0.401,8.219,1.665,0.546,
19,0.397,8.208,1.703,0.562,
20,0.400,8.193,1.726,0.551,
21,0.379,8.251,1.701,0.526,
22,0.375,8.219,1.580,0.513,
23,0.378,8.242,1.726,0.514,
24,0.377,8.231,1.569,0.508,
25,0.386,8.240,1.605,0.540,
26,0.384,8.515,1.180,0.529,
27,0.384,8.493,1.368,0.531,
28,0.384,8.499,1.253,0.537,
29,0.381,8.500,1.325,0.508,
30,0.383,8.487,1.361,0.522,
31,0.401,8.490,1.377,0.528,
32,0.396,8.503,1.295,0.528,
33,0.384,8.516,1.381,0.527,
34,0.392,8.507,1.264,0.509,
35,0.389,8.502,1.288,0.790,
36,0.727,15.272,1.275,0.500,
37,0.364,8.498,1.585,0.512,
38,0.374,8.496,1.131,0.502,
39,0.368,8.510,1.299,0.536,
40,0.369,8.513,1.270,0.519,
41,0.369,8.520,1.341,0.517,
42,0.361,8.505,1.398,0.517,
43,0.366,8.511,1.219,0.524,
44,0.378,8.501,1.403,0.499,
45,0.372,8.501,1.162,0.538,
46,0.364,8.525,1.204,0.524,
47,0.372,8.511,1.369,0.523,
48,0.368,8.519,1.368,0.498,
1,0.372,4.179,3.808,0.420,
2,0.360,7.073,3.313,0.421,
3,0.360,7.610,1.584,0.454,
4,0.391,7.940,1.346,0.432,
5,0.355,7.591,2.470,0.473,
6,0.360,7.911,2.408,0.521,
7,0.403,8.563,2.175,0.510,
8,0.425,9.083,2.311,0.594,
9,0.468,9.814,1.673,0.493,
10,0.361,7.916,1.339,0.466,
11,0.360,7.829,1.984,0.502,
12,0.365,7.931,1.604,0.499,
13,0.373,8.173,1.680,0.527,
14,0.385,8.166,1.686,0.526,
15,0.394,8.193,1.672,0.518,
16,0.396,8.179,1.600,0.526,
17,0.388,8.202,1.507,0.535,
18,0.388,8.174,1.413,0.490,
19,0.398,8.203,1.494,0.500,
20,0.390,8.191,1.588,0.508,
21,0.393,8.595,1.576,0.544,
22,0.386,8.575,1.681,0.525,
23,0.370,8.227,1.637,0.502,
